epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.9163800648168456,0.7055510860820595,0.47449637760750624,0.856975723895876
2,0.5590126353162684,0.8171579024354567,0.3947591209976462,0.8727698157355952
